Job ID,Civil Service Title,Agency,Posting Type,Job Category,Salary Range From,Salary Range To
385235,MEDICOLEGAL ANALYST (LAW DEPT),LAW DEPARTMENT,Internal,Health Legal Affairs,61950.0,81801.0
527106,COMMUNITY COORDINATOR,DEPT OF PARKS & RECREATION,External,Administration & Human Resources Communications & Intergovernmental Affairs,54100.0,83981.0
501878,CITY RESEARCH SCIENTIST,DEPT OF YOUTH & COMM DEV SRVS,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",75504.0,94761.0
508406,AGENCY ATTORNEY,DEPARTMENT OF FINANCE,External,Legal Affairs,75000.0,82137.0
502410,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,79428.0
516273,AGENCY ATTORNEY,TAXI & LIMOUSINE COMMISSION,External,Legal Affairs,79620.0,117541.0
528091,PRINCIPAL ADMINISTRATIVE ASSOC,DEPT OF DESIGN & CONSTRUCTION,Internal,Administration & Human Resources,58695.0,89699.0
465330,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,External,Legal Affairs,79620.0,117541.0
519637,CONFIDENTIAL INVESTIGATOR (CON,CONFLICTS OF INTEREST BOARD,External,"Administration & Human Resources Finance, Accounting, & Procurement",53956.0,65000.0
526295,AGENCY ATTORNEY,OFFICE OF THE COMPTROLLER,Internal,"Finance, Accounting, & Procurement",80000.0,90000.0
518918,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Technology, Data & Innovation",65604.0,73806.0
517944,PARK SUPERVISOR,DEPT OF PARKS & RECREATION,Internal,Building Operations & Maintenance,71742.0,86145.0
455879,SENIOR INTERGROUP RELATIONS OF,NYC HOUSING AUTHORITY,External,Communications & Intergovernmental Affairs,37846.0,59848.0
517781,ADMINISTRATIVE CONSTRUCTION PR,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning",64922.0,173486.0
475792,SENIOR IT ARCHITECT,DEPARTMENT OF CORRECTION,Internal,"Technology, Data & Innovation",100000.0,160000.0
524381,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Policy, Research & Analysis",15.0,15.0
493277,INDUSTRIAL HYGIENIST,DEPARTMENT OF TRANSPORTATION,Internal,"Administration & Human Resources Public Safety, Inspections, & Enforcement",56041.0,75318.0
527859,CLERICAL AIDE,DEPT OF PARKS & RECREATION,Internal,Administration & Human Resources Communications & Intergovernmental Affairs Building Operations & Maintenance,16.14,16.14
527859,CLERICAL AIDE,DEPT OF PARKS & RECREATION,Internal,Administration & Human Resources Communications & Intergovernmental Affairs Building Operations & Maintenance,16.14,16.14
521345,CRIMINALIST,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,86520.0,86520.0
272382,ASSOCIATE PUBLIC HEALTH SANITA,DEPT OF ENVIRONMENT PROTECTION,External,"Public Safety, Inspections, & Enforcement",60673.0,91795.0
484162,ASSISTANT ELECTRICAL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",57078.0,85646.0
526514,COMMUNITY ASSOCIATE,NYC HOUSING AUTHORITY,External,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",38333.0,63794.0
461506,INVESTIGATOR,DEPARTMENT OF TRANSPORTATION,Internal,"Administration & Human Resources Public Safety, Inspections, & Enforcement",41483.0,66236.0
527524,SUMMER COLLEGE INTERN,DEPARTMENT OF BUILDINGS,External,"Engineering, Architecture, & Planning Technology, Data & Innovation Public Safety, Inspections, & Enforcement",15.0,17.5
509733,CASEWORKER,ADMIN FOR CHILDREN'S SVCS,External,Social Services,41483.0,47705.0
522197,ASSOCIATE CONTRACT SPECIALIST,DEPT OF YOUTH & COMM DEV SRVS,External,Constituent Services & Community Programs Social Services,60193.0,85000.0
510603,MANAGEMENT AUDITOR,OFF OF PAYROLL ADMINISTRATION,Internal,"Finance, Accounting, & Procurement",56013.0,89610.0
521996,CITY PLANNER,DEPARTMENT OF CITY PLANNING,Internal,"Engineering, Architecture, & Planning",65208.0,74989.0
515957,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
522561,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Administration & Human Resources Communications & Intergovernmental Affairs Technology, Data & Innovation",15.0,15.0
503449,STAFF ANALYST,TAXI & LIMOUSINE COMMISSION,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",53797.0,73243.0
517719,ADMINISTRATIVE STAFF ANALYST (,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",84451.0,113550.0
366783,COMPUTER SERVICE TECHNICIAN (C,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Technology, Data & Innovation",39797.0,45766.0
465318,AGENCY ATTORNEY,DEPARTMENT OF TRANSPORTATION,Internal,Legal Affairs,63228.0,96526.0
527184,DEPUTY INSPECTOR GENERAL,DEPARTMENT OF INVESTIGATION,External,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",85000.0,95000.0
471371,COMMUNITY COORDINATOR,DEPARTMENT OF CORRECTION,External,Constituent Services & Community Programs Social Services,54100.0,62215.0
523470,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",74650.0,109409.0
524215,CONFIDENTIAL STRATEGY PLANNER,DEPARTMENT OF TRANSPORTATION,Internal,Administration & Human Resources Communications & Intergovernmental Affairs,74710.0,100812.0
525929,ASSOCIATE HOUSING DEVELOPMENT,HOUSING PRESERVATION & DVLPMNT,External,"Engineering, Architecture, & Planning",80000.0,90000.0
523385,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
527850,SUPERVISOR BRICKLAYER,DEPARTMENT OF TRANSPORTATION,External,Building Operations & Maintenance,423.71,423.71
503725,BUDGET ANALYST (OMB)-MANAGERIA,OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",222924.0,231974.0
511279,IT AUTOMATION AND MONITORING E,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",80000.0,85000.0
463528,EXECUTIVE AGENCY COUNSEL,HUMAN RIGHTS COMMISSION,External,Legal Affairs,58700.0,115000.0
527257,PRINCIPAL ADMINISTRATIVE ASSOC,POLICE DEPARTMENT,Internal,Administration & Human Resources,47418.0,69462.0
527084,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,Internal,Legal Affairs,73579.0,89162.0
524015,ADMINISTRATIVE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",72038.0,192152.0
493013,COMPUTER PROGRAMMER ANALYST,DEPT OF ENVIRONMENT PROTECTION,External,"Technology, Data & Innovation",28.0421,38.7165
505264,AGENCY ATTORNEY,DEPARTMENT OF FINANCE,Internal,Legal Affairs,79620.0,98888.0
517623,ADMINISTRATIVE ENGINEER,DEPT OF DESIGN & CONSTRUCTION,External,"Engineering, Architecture, & Planning Legal Affairs",64922.0,173486.0
521801,EXECUTIVE AGENCY COUNSEL,ADMIN TRIALS AND HEARINGS,External,Legal Affairs,115000.0,120000.0
527846,SUPERVISOR BRICKLAYER,DEPARTMENT OF TRANSPORTATION,External,Building Operations & Maintenance,423.71,423.71
526121,STAFF ANALYST,NYC HOUSING AUTHORITY,External,"Policy, Research & Analysis",62470.0,80008.0
526673,HUMAN RIGHTS SPECIALIST (COMM,HUMAN RIGHTS COMMISSION,Internal,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement Social Services",49371.0,56777.0
528407,DIRECTOR OF CORRECTIONAL STAND,DEPARTMENT OF CORRECTION,External,Social Services,70000.0,80000.0
527648,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",103307.0,103307.0
527164,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,65604.0
527207,ASSISTANT CORPORATION COUNSEL,LAW DEPARTMENT,Internal,Legal Affairs,73579.0,153666.0
520181,EXAMINING ATTORNEY,DEPARTMENT OF INVESTIGATION,External,"Public Safety, Inspections, & Enforcement",0.0,75000.0
520242,EXECUTIVE AGENCY COUNSEL,OFFICE OF THE COMPTROLLER,External,Legal Affairs,100000.0,120000.0
504200,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",57078.0,85646.0
517792,AUTO MECHANIC (DIESEL),DEPARTMENT OF TRANSPORTATION,Internal,Building Operations & Maintenance,298.24,347.2
524215,CONFIDENTIAL STRATEGY PLANNER,DEPARTMENT OF TRANSPORTATION,External,Administration & Human Resources Communications & Intergovernmental Affairs,74710.0,100812.0
520003,CONFIDENTIAL STRATEGY PLANNER,DEPT OF CITYWIDE ADMIN SVCS,External,Constituent Services & Community Programs,74710.0,80568.0
525907,AGENCY ATTORNEY,HUMAN RIGHTS COMMISSION,External,Legal Affairs,71423.0,82137.0
522614,CITY CUSTODIAL ASSISTANT,POLICE DEPARTMENT,External,Building Operations & Maintenance,32260.0,44677.0
503592,CONSULTANT (EARLY CHILDHOOD ED,DEPT OF HEALTH/MENTAL HYGIENE,External,"Health Public Safety, Inspections, & Enforcement",66442.0,82521.0
518505,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",65604.0,73806.0
526358,COMPUTER AIDE,TAXI & LIMOUSINE COMMISSION,Internal,"Technology, Data & Innovation",44404.0,65888.0
508792,AGENCY ATTORNEY INTERNE,DEPT OF ENVIRONMENT PROTECTION,External,Legal Affairs,62397.0,71757.0
459544,CITY PEST CONTROL AIDE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Health Public Safety, Inspections, & Enforcement",31377.0,38741.0
520280,ADMINISTRATIVE ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Policy, Research & Analysis",64922.0,173486.0
472659,COMMUNITY COORDINATOR,DEPARTMENT OF CORRECTION,External,"Technology, Data & Innovation",54100.0,62215.0
499425,ADMINISTRATIVE STAFF ANALYST (,DEPT OF ENVIRONMENT PROTECTION,External,"Policy, Research & Analysis",94715.0,100000.0
519082,DIRECTOR OF CORRECTIONAL STAND,DEPARTMENT OF CORRECTION,External,"Communications & Intergovernmental Affairs Policy, Research & Analysis",85000.0,100000.0
526851,COMMUNITY ASSOCIATE,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,38333.0,44083.0
460355,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",90114.0,122168.0
507675,EMERGENCY PREPAREDNESS SPECIAL,OFFICE OF EMERGENCY MANAGEMENT,Internal,"Public Safety, Inspections, & Enforcement",65000.0,79000.0
524175,ASSISTANT CIVIL ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",57078.0,85646.0
515951,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",15.0,15.0
510652,ARCHITECT,DEPT OF CITYWIDE ADMIN SVCS,External,"Engineering, Architecture, & Planning",90114.0,100000.0
522417,AGENCY ATTORNEY INTERNE,DEPT OF ENVIRONMENT PROTECTION,Internal,Legal Affairs,62397.0,71757.0
520412,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
440244,AGENCY ATTORNEY,NYC HOUSING AUTHORITY,External,"Legal Affairs Policy, Research & Analysis",79620.0,110000.0
527192,CARPENTER,NYC HOUSING AUTHORITY,Internal,Building Operations & Maintenance,53.58,53.58
523923,ADMINISTRATIVE ENGINEER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",72038.0,192152.0
439609,CONTRACT SPECIALIST,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs,51132.0,78966.0
522000,COMPUTER SPECIALIST (SOFTWARE),DEPARTMENT OF CITY PLANNING,External,"Technology, Data & Innovation",81951.0,90000.0
443207,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",74650.0,109409.0
520405,RESEARCH PROJECTS COOR(MA)-MGR,MAYORS OFFICE OF CONTRACT SVCS,Internal,"Technology, Data & Innovation Policy, Research & Analysis",70000.0,100000.0
506811,IT SECURITY SPECIALIST,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",130000.0,140000.0
496464,COMMUNITY COORDINATOR,DEPARTMENT OF TRANSPORTATION,Internal,Constituent Services & Community Programs,54100.0,83981.0
527837,PSYCHOLOGIST,DEPARTMENT OF CORRECTION,External,Administration & Human Resources,46.7039,53.7094
526889,COMMUNITY COORDINATOR,HOUSING PRESERVATION & DVLPMNT,Internal,"Policy, Research & Analysis",54100.0,62215.0
504987,COMPUTER PROGRAMMER ANALYST,TAXI & LIMOUSINE COMMISSION,External,"Engineering, Architecture, & Planning Technology, Data & Innovation Policy, Research & Analysis",59768.0,80000.0
511439,COMPUTER AIDE,LAW DEPARTMENT,Internal,"Technology, Data & Innovation",22.4357,25.8013
517213,COLLEGE AIDE (ALL CITY DEPTS),OFF OF PAYROLL ADMINISTRATION,External,Administration & Human Resources,15.5,19.9
308043,ADMIN CONTRACT SPECIALIST (PYR,POLICE DEPARTMENT,Internal,"Finance, Accounting, & Procurement",54643.0,150371.0
520005,COMPUTER ASSOC (TECH SUPP),ADMIN TRIALS AND HEARINGS,Internal,"Technology, Data & Innovation",51345.0,74762.0
519269,CONSTRUCTION PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",72063.0,122168.0
525044,COMMUNITY COORDINATOR,CONSUMER AND WORKER PROTECTION,External,Communications & Intergovernmental Affairs,54100.0,62215.0
500485,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning",67757.0,98128.0
509229,BUDGET ANALYST (OMB),OFFICE OF MANAGEMENT & BUDGET,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",51550.0,73806.0
510652,ARCHITECT,DEPT OF CITYWIDE ADMIN SVCS,Internal,"Engineering, Architecture, & Planning",90114.0,100000.0
521438,AGENCY ATTORNEY INTERNE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health Legal Affairs,62397.0,71757.0
526214,ASSOCIATE FIRE PROTECTION INSP,FIRE DEPARTMENT,Internal,"Public Safety, Inspections, & Enforcement",65160.0,90603.0
521964,CITY CUSTODIAL ASSISTANT,DEPT OF CITYWIDE ADMIN SVCS,Internal,Building Operations & Maintenance,32260.0,36915.0
524955,ADMINISTRATIVE CLAIM EXAMINER,OFFICE OF THE COMPTROLLER,External,Legal Affairs,60000.0,70000.0
519145,COLLEGE AIDE (ALL CITY DEPTS),DEPARTMENT OF SANITATION,Internal,Administration & Human Resources,15.5,19.9
527137,IT INFRASTRUCTURE ENGINEER,FINANCIAL INFO SVCS AGENCY,External,"Technology, Data & Innovation",120000.0,128000.0
508220,AGENCY ATTORNEY,CONSUMER AND WORKER PROTECTION,Internal,"Policy, Research & Analysis",71423.0,82137.0
523904,ADMINISTRATIVE ENGINEER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",72038.0,192152.0
528303,ASSISTANT RETIREMENT BENEFITS,TEACHERS RETIREMENT SYSTEM,Internal,"Finance, Accounting, & Procurement",41389.0,55839.0
526450,LEGAL COORDINATOR,DEPARTMENT OF CORRECTION,External,Social Services,47418.0,54531.0
505000,RESEARCH PROJECTS COOR(MA)-MGR,MAYORS OFFICE OF CONTRACT SVCS,Internal,Administration & Human Resources Constituent Services & Community Programs,63000.0,73098.0
517634,SURVEYOR,DEPT OF DESIGN & CONSTRUCTION,Internal,"Engineering, Architecture, & Planning",67757.0,98128.0
439342,COMPUTER SPECIALIST (SOFTWARE),NYC EMPLOYEES RETIREMENT SYS,External,"Technology, Data & Innovation",98901.0,136951.0
508621,ASSOCIATE HUMAN RIGHTS SPECIAL,HUMAN RIGHTS COMMISSION,External,Legal Affairs Social Services,69605.0,80046.0
526433,COLLEGE AIDE (ALL CITY DEPTS),TAXI & LIMOUSINE COMMISSION,Internal,"Technology, Data & Innovation",15.5,19.9
515350,IT INFRASTRUCTURE ENGINEER,DEPARTMENT OF TRANSPORTATION,Internal,"Technology, Data & Innovation",75000.0,180000.0
523799,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,"Finance, Accounting, & Procurement Policy, Research & Analysis",15.0,15.0
520880,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,Constituent Services & Community Programs Communications & Intergovernmental Affairs,15.0,15.0
513663,ASSOCIATE HUMAN RIGHTS SPECIAL,HUMAN RIGHTS COMMISSION,Internal,"Constituent Services & Community Programs Policy, Research & Analysis",58449.0,89704.0
515920,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",15.0,15.0
521269,ASSOCIATE PROJECT MANAGER,DEPT OF DESIGN & CONSTRUCTION,External,"Public Safety, Inspections, & Enforcement",67757.0,85000.0
463468,ASSOCIATE PARK SERVICE WORKER,DEPT OF ENVIRONMENT PROTECTION,External,Building Operations & Maintenance,21.76,21.76
471392,RECREATION DIRECTOR,DEPARTMENT OF CORRECTION,Internal,Constituent Services & Community Programs Communications & Intergovernmental Affairs Social Services,41660.0,47909.0
487241,ADMINISTRATIVE ACCOUNTANT,NYC HOUSING AUTHORITY,Internal,"Finance, Accounting, & Procurement",58700.0,161534.0
490742,ENGINEERING TECHNICIAN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",56069.0,78142.0
526779,ADMINISTRATIVE BUSINESS PROMOT,HOUSING PRESERVATION & DVLPMNT,Internal,Constituent Services & Community Programs,75000.0,85000.0
521709,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Technology, Data & Innovation",15.0,15.0
519614,SECRETARY,NYC HOUSING AUTHORITY,Internal,Administration & Human Resources,40017.0,62820.0
527245,POLICE ADMINISTRATIVE AIDE,POLICE DEPARTMENT,Internal,Administration & Human Resources,36390.0,55228.0
496629,ASSISTANT COMMISSIONER (DOC),DEPARTMENT OF CORRECTION,External,Constituent Services & Community Programs,130000.0,150000.0
522117,ASSOCIATE CONTRACT SPECIALIST,DEPT OF YOUTH & COMM DEV SRVS,Internal,Constituent Services & Community Programs,60193.0,90704.0
516268,ASSOCIATE STAFF ANALYST,NYC HOUSING AUTHORITY,External,Administration & Human Resources,70611.0,105138.0
527516,SUMMER GRADUATE INTERN,DEPARTMENT OF BUILDINGS,Internal,"Engineering, Architecture, & Planning",15.93,24.73
508224,STAFF ANALYST,DEPT OF INFO TECH & TELECOMM,Internal,"Finance, Accounting, & Procurement",62470.0,71840.0
292969,BOOKKEEPER,POLICE DEPARTMENT,Internal,"Administration & Human Resources Finance, Accounting, & Procurement",43473.0,63386.0
517820,ASSOCIATE CHEMIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",45193.0,77500.0
513197,CITY RESEARCH SCIENTIST,DEPARTMENT OF TRANSPORTATION,Internal,"Legal Affairs Public Safety, Inspections, & Enforcement",75504.0,94761.0
522370,ECONOMIST,TAXI & LIMOUSINE COMMISSION,Internal,"Finance, Accounting, & Procurement Policy, Research & Analysis",56013.0,64415.0
495347,ADMINISTRATIVE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",64922.0,173486.0
500743,ASSOCIATE PROJECT MANAGER,DEPT OF ENVIRONMENT PROTECTION,External,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",90114.0,122168.0
494629,CITY RESEARCH SCIENTIST,DEPT OF ENVIRONMENT PROTECTION,Internal,"Communications & Intergovernmental Affairs Policy, Research & Analysis",75504.0,86830.0
523134,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,External,Administration & Human Resources,15.0,15.0
429687,AGENCY ATTORNEY,NYC EMPLOYEES RETIREMENT SYS,Internal,Legal Affairs,79620.0,117541.0
522520,COLLEGE AIDE - ASSIGNMENT LEVE,FINANCIAL INFO SVCS AGENCY,Internal,"Technology, Data & Innovation",16.68,21.38
479024,PUBLIC HEALTH ADVISER,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,47155.0,54228.0
521651,SUMMER COLLEGE INTERN,DEPT OF ENVIRONMENT PROTECTION,Internal,"Engineering, Architecture, & Planning",15.0,15.0
503664,ADMINISTRATIVE PROJECT MANAGER,DEPARTMENT OF TRANSPORTATION,Internal,"Engineering, Architecture, & Planning Building Operations & Maintenance",53702.0,148745.0
527148,ADMIN COMMUNITY RELATIONS SPEC,DEPT OF PARKS & RECREATION,Internal,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs,80000.0,85000.0
521222,PRINCIPAL ADMINISTRATIVE ASSOC,DEPT OF ENVIRONMENT PROTECTION,Internal,Administration & Human Resources,47418.0,69462.0
343779,PUBLIC HEALTH NURSE,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Health,73576.0,73576.0
